,out,tokens
107,"[0.6879633765288405, 0.1298449796687345, 0.260469458924111, 0.0137812082473671]","[101, 19034, 1060, 10020, 4464, 2581, 1012, 1014, 1061, 10020, 9800, 1012, 8732, 1060, 17848, 3429, 2620, 1012, 1014, 1061, 17848, 23593, 1012, 27658, 2415, 1035, 1060, 4413, 2581, 2415, 1035, 1061, 10894, 7605, 1035, 1060, 15407, 1012, 22898, 2683, 26224, 7605, 1035, 1061, 1011, 6070, 1012, 28203, 2620, 19961, 7605, 1035, 1062, 4749, 2575, 1012, 1014, 7023, 1014, 1012, 6205, 2581, 18139, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2321, 1024, 3943, 9099, 1035, 1060, 1014, 1012, 2871, 2683, 26976, 2629, 9099, 1035, 1061, 1014, 1012, 29186, 26187, 9099, 1035, 1062, 1014, 1012, 27054, 2692, 18827, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 2620, 23499, 2575, 1053, 1035, 1061, 1014, 1012, 16444, 2683, 26976, 1053, 1035, 1062, 1011, 1014, 1012, 5890, 16048, 2620, 2475, 1053, 1035, 1059, 1011, 1014, 1012, 5890, 2620, 16703, 2575, 2171, 1024, 2753, 1010, 26718, 18863, 1024, 4874, 4464, 2581, 1012, 1014, 3429, 2620, 1012, 1014, 9800, 1012, 1015, 23593, 1012, 1023, 15407, 1012, 1017, 1011, 6070, 1012, 1018, 4749, 2575, 1012, 1014, 19034, 1060, 10020, 4601, 2683, 1012, 1019, 1061, 10020, 11816, 1012, 22810, 1060, 17848, 4720, 2549, 1012, 1014, 1061, 17848, 4261, 2549, 1012, 1014, 2415, 1035, 1060, 4700, 2487, 2415, 1035, 1061, 22060, 7605, 1035, 1060, 6640, 2692, 1012, 2753, 23833, 22907, 7605, 1035, 1061, 28906, 1012, 28952, 26224, 2549, 7605, 1035, 1062, 19883, 2549, 1012, 1014, 7023, 1014, 1012, 25535, 2620, 2683, 2620, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2184, 1024, 2756, 9099, 1035, 1060, 1014, 1012, 6273, 2581, 2683, 2575, 2509, 9099, 1035, 1061, 1014, 1012, 14378, 2620, 19961, 9099, 1035, 1062, 1014, 1012, 13539, 21472, 2683, 1053, 1035, 1060, 1014, 1012, 6227, 18139, 16932, 1053, 1035, 1061, 1011, 1014, 1012, 4261, 2683, 22407, 2683, 1053, 1035, 1062, 1014, 1012, 5890, 24434, 2620, 2487, 1053, 1035, 1059, 1014, 1012, 6185, 27814, 25746, 2171, 1024, 2570, 1010, 26718, 18863, 1024, 4874, 4601, 2683, 1012, 1019, 4720, 2549, 1012, 1014, 11816, 1012, 1020, 4261, 2549, 1012, 1014, 6640, 2692, 1012, 1019, 28906, 1012, 1019, 19883, 2549, 1012, 1014, 2529, 2192, 2033, 1996, 2157, 11565, 6073, 2099, 102]"
108,"[0.2823720663054404, -0.1400777201181652, 0.2869778916113688, -0.0330181992642713]","[101, 19034, 5835, 19843, 1012, 1018, 24568, 1012, 1020, 4185, 1012, 1022, 20003, 1012, 1019, 1011, 10545, 1012, 1021, 1011, 22234, 1012, 1014, 3938, 2620, 1012, 1014, 2529, 3531, 10616, 1996, 5835, 19034, 2452, 27003, 1012, 1019, 4261, 2620, 1012, 1014, 19975, 1012, 1020, 17528, 1012, 1016, 6273, 1012, 1022, 1011, 1020, 1012, 1019, 5585, 2549, 1012, 1014, 102]"
109,"[0.6950799573292412, -0.129356698996695, 0.2860904124453462, 0.0445626462292717]","[101, 19034, 1060, 10020, 20741, 1012, 18034, 1061, 10020, 21489, 1012, 1019, 1060, 17848, 25504, 1012, 1019, 1061, 17848, 28048, 1012, 1014, 2415, 1035, 1060, 5539, 2415, 1035, 1061, 26257, 7605, 1035, 1060, 1011, 13092, 1012, 3770, 2581, 16576, 2620, 7605, 1035, 1061, 14378, 1012, 6445, 22025, 26976, 7605, 1035, 1062, 5764, 2487, 1012, 1014, 7023, 1014, 1012, 6227, 25746, 2683, 2509, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2321, 1024, 2321, 9099, 1035, 1060, 1014, 1012, 6353, 12376, 2620, 9099, 1035, 1061, 1011, 1014, 1012, 14378, 19481, 2581, 9099, 1035, 1062, 1014, 1012, 24921, 2692, 2683, 1053, 1035, 1060, 1014, 1012, 6109, 20842, 19961, 1053, 1035, 1061, 1011, 1014, 1012, 28358, 2692, 2683, 2581, 1053, 1035, 1062, 1014, 1012, 5840, 19961, 2575, 2509, 1053, 1035, 1059, 1014, 1012, 6185, 22610, 24087, 2171, 1024, 4700, 1010, 26718, 18863, 1024, 4874, 20741, 1012, 1018, 25504, 1012, 1019, 21489, 1012, 1019, 28048, 1012, 1014, 1011, 13092, 1012, 1022, 14378, 1012, 1022, 5764, 2487, 1012, 1014, 19034, 1060, 10020, 4261, 2683, 1012, 2423, 1061, 10020, 5345, 1012, 18034, 1060, 17848, 4724, 2487, 1012, 4293, 1061, 17848, 20335, 1012, 27658, 2415, 1035, 1060, 23988, 2415, 1035, 1061, 16734, 7605, 1035, 1060, 4805, 2620, 1012, 5594, 2620, 2683, 26224, 7605, 1035, 1061, 1011, 4805, 2475, 1012, 5385, 8889, 2475, 7605, 1035, 1062, 17405, 2575, 1012, 1014, 7023, 1014, 1012, 6255, 2575, 27531, 2629, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2340, 1024, 2753, 9099, 1035, 1060, 1014, 1012, 16029, 16576, 2581, 9099, 1035, 1061, 1014, 1012, 14989, 14526, 2475, 9099, 1035, 1062, 1014, 1012, 20637, 2620, 20842, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 21926, 2692, 2549, 1053, 1035, 1061, 1014, 1012, 4029, 16932, 16703, 1053, 1035, 1062, 1011, 1014, 1012, 5890, 17788, 21926, 1053, 1035, 1059, 1011, 1014, 1012, 4002, 22932, 26187, 2171, 1024, 2861, 1010, 26718, 18863, 1024, 4874, 4261, 2683, 1012, 1016, 4724, 2487, 1012, 1022, 5345, 1012, 1018, 20335, 1012, 1023, 4805, 2620, 1012, 1023, 1011, 4805, 2475, 1012, 1022, 17405, 2575, 1012, 1014, 2529, 6723, 1996, 2187, 4874, 3531, 102]"
110,"[-1.0, -1.0, -1.0, -1.0]","[101, 19034, 1060, 10020, 20741, 1012, 18034, 1061, 10020, 21489, 1012, 1019, 1060, 17848, 25504, 1012, 1019, 1061, 17848, 28048, 1012, 1014, 2415, 1035, 1060, 5539, 2415, 1035, 1061, 26257, 7605, 1035, 1060, 1011, 13092, 1012, 3770, 2581, 16576, 2620, 7605, 1035, 1061, 14378, 1012, 6445, 22025, 26976, 7605, 1035, 1062, 5764, 2487, 1012, 1014, 7023, 1014, 1012, 6227, 25746, 2683, 2509, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2321, 1024, 2321, 9099, 1035, 1060, 1014, 1012, 6353, 12376, 2620, 9099, 1035, 1061, 1011, 1014, 1012, 14378, 19481, 2581, 9099, 1035, 1062, 1014, 1012, 24921, 2692, 2683, 1053, 1035, 1060, 1014, 1012, 6109, 20842, 19961, 1053, 1035, 1061, 1011, 1014, 1012, 28358, 2692, 2683, 2581, 1053, 1035, 1062, 1014, 1012, 5840, 19961, 2575, 2509, 1053, 1035, 1059, 1014, 1012, 6185, 22610, 24087, 2171, 1024, 4700, 1010, 26718, 18863, 1024, 4874, 20741, 1012, 1018, 25504, 1012, 1019, 21489, 1012, 1019, 28048, 1012, 1014, 1011, 13092, 1012, 1022, 14378, 1012, 1022, 5764, 2487, 1012, 1014, 2529, 2202, 1996, 5835, 3531, 19034, 1060, 10020, 4261, 2683, 1012, 2423, 1061, 10020, 5345, 1012, 18034, 1060, 17848, 4724, 2487, 1012, 4293, 1061, 17848, 20335, 1012, 27658, 2415, 1035, 1060, 23988, 2415, 1035, 1061, 16734, 7605, 1035, 1060, 4805, 2620, 1012, 5594, 2620, 2683, 26224, 7605, 1035, 1061, 1011, 4805, 2475, 1012, 5385, 8889, 2475, 7605, 1035, 1062, 17405, 2575, 1012, 1014, 7023, 1014, 1012, 6255, 2575, 27531, 2629, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2340, 1024, 2753, 9099, 1035, 1060, 1014, 1012, 16029, 16576, 2581, 9099, 1035, 1061, 1014, 1012, 14989, 14526, 2475, 9099, 1035, 1062, 1014, 1012, 20637, 2620, 20842, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 21926, 2692, 2549, 1053, 1035, 1061, 1014, 1012, 4029, 16932, 16703, 1053, 1035, 1062, 1011, 1014, 1012, 5890, 17788, 21926, 1053, 1035, 1059, 1011, 1014, 1012, 4002, 22932, 26187, 2171, 1024, 2861, 1010, 26718, 18863, 1024, 4874, 4261, 2683, 1012, 1016, 4724, 2487, 1012, 1022, 5345, 1012, 1018, 20335, 1012, 1023, 4805, 2620, 1012, 1023, 1011, 4805, 2475, 1012, 1022, 17405, 2575, 1012, 1014, 102]"
111,"[0.2659864600807368, 0.1057583793075686, 0.1993573479710546, -0.007943324853393]","[101, 2529, 3531, 10616, 1996, 2157, 14757, 19034, 1060, 10020, 9475, 1012, 2423, 1061, 10020, 7558, 1012, 22810, 1060, 17848, 27517, 1012, 2423, 1061, 17848, 18744, 1012, 22810, 2415, 1035, 1060, 24429, 2415, 1035, 1061, 16923, 7605, 1035, 1060, 27954, 1012, 3515, 2581, 2683, 21472, 7605, 1035, 1061, 1011, 4261, 2509, 1012, 28135, 2692, 23499, 7605, 1035, 1062, 18540, 2629, 1012, 1014, 7023, 1014, 1012, 3938, 17134, 2575, 2581, 2465, 4601, 2171, 2452, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2570, 1024, 5354, 1024, 5890, 9099, 1035, 1060, 1014, 1012, 29567, 2581, 21472, 9099, 1035, 1061, 1014, 1012, 5709, 16086, 2692, 2549, 9099, 1035, 1062, 1014, 1012, 5556, 2581, 2509, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 22025, 2575, 2620, 1053, 1035, 1061, 1014, 1012, 4229, 17788, 2581, 2620, 1053, 1035, 1062, 1014, 1012, 4002, 2575, 21057, 2509, 1053, 1035, 1059, 1011, 1014, 1012, 4002, 2581, 22932, 2575, 2171, 1024, 5401, 1010, 26718, 18863, 1024, 4874, 9475, 1012, 1016, 27517, 1012, 1016, 7558, 1012, 1020, 18744, 1012, 1020, 27954, 1012, 1021, 1011, 4261, 2509, 1012, 1017, 18540, 2629, 1012, 1014, 19034, 1060, 10020, 17014, 1012, 1019, 1061, 10020, 7287, 1012, 22810, 1060, 17848, 19540, 1012, 1019, 1061, 17848, 19121, 1012, 27658, 2415, 1035, 1060, 23988, 2415, 1035, 1061, 17332, 7605, 1035, 1060, 3429, 2475, 1012, 5818, 22025, 24087, 7605, 1035, 1061, 1011, 4466, 2629, 1012, 5757, 18139, 24434, 7605, 1035, 1062, 18512, 2509, 1012, 1014, 7023, 1014, 1012, 6486, 2581, 2683, 26224, 2465, 4601, 2171, 2452, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5840, 1024, 5401, 9099, 1035, 1060, 1014, 1012, 20549, 2683, 20842, 9099, 1035, 1061, 1014, 1012, 8746, 23352, 2620, 9099, 1035, 1062, 1014, 1012, 2857, 28311, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 2692, 2581, 24594, 1053, 1035, 1061, 1014, 1012, 4229, 2683, 18139, 2683, 1053, 1035, 1062, 1011, 1014, 1012, 4002, 2581, 2683, 23777, 1053, 1035, 1059, 1011, 1014, 1012, 6185, 19317, 2692, 2575, 2171, 1024, 1014, 1010, 26718, 18863, 1024, 4874, 17014, 1012, 1019, 19540, 1012, 1019, 7287, 1012, 1020, 19121, 1012, 1023, 3429, 2509, 1012, 1014, 1011, 4466, 2629, 1012, 1015, 18512, 2509, 1012, 1014, 102]"
112,"[0.5330087937539474, -0.1521863818439065, 0.3183021151485912, 0.0015157783713149]","[101, 19034, 2452, 24030, 1012, 1014, 4229, 2549, 1012, 1014, 5539, 1012, 1020, 27234, 1012, 1014, 5764, 1012, 1018, 8746, 1012, 1016, 6640, 2549, 1012, 1014, 2529, 6723, 1996, 5474, 11867, 6657, 19099, 2099, 3531, 19034, 5835, 20500, 1012, 1015, 21950, 1012, 1022, 12963, 1012, 1022, 23090, 1012, 1016, 1011, 19609, 1012, 1015, 1011, 6273, 1012, 1019, 6356, 2475, 1012, 1014, 102]"
113,"[0.321773260012539, -0.132894429402884, 0.3184771628415045, 0.0020672516564133]","[101, 19034, 5835, 3263, 1012, 1015, 13539, 1012, 1016, 4868, 1012, 1022, 3263, 1012, 1019, 1011, 19843, 1012, 1020, 1011, 20637, 1012, 1019, 6584, 2509, 1012, 1014, 19034, 2452, 14993, 1012, 1023, 27240, 1012, 1019, 25717, 1012, 1019, 27878, 1012, 1019, 1011, 10630, 1012, 1019, 16087, 1012, 1022, 25374, 1012, 1014, 2529, 3531, 2202, 1996, 4874, 102]"
114,"[0.5706822310951484, 0.0071849762973282, 0.2516957045132977, -0.0025595419263069]","[101, 19034, 5835, 23532, 1012, 1019, 4464, 2581, 1012, 1014, 20311, 1012, 1016, 26257, 1012, 1014, 6282, 1012, 1020, 2324, 1012, 1022, 5986, 2509, 1012, 1014, 19034, 2452, 3998, 1012, 1019, 3486, 2509, 1012, 1014, 17832, 1012, 1022, 23593, 1012, 1016, 1020, 1012, 1019, 1011, 4583, 1012, 1023, 5139, 2549, 1012, 1014, 2529, 3531, 2507, 2033, 1996, 11565, 6073, 2099, 102]"
115,"[0.476065855894088, 0.0630574368872773, 0.1983234153356979, -0.0216427953010577]","[101, 19034, 5835, 17196, 1012, 1014, 3486, 2683, 1012, 1014, 9645, 1012, 1022, 22018, 1012, 1022, 2382, 1012, 1016, 1011, 18610, 1012, 1019, 6227, 2487, 1012, 1014, 2529, 3531, 2507, 2033, 1996, 2452, 19034, 2452, 4229, 2549, 1012, 1022, 4008, 2549, 1012, 1022, 19492, 1012, 1022, 25143, 1012, 1022, 23523, 1012, 1021, 1011, 2531, 1012, 1017, 10545, 2509, 1012, 1014, 102]"
116,"[-1.0, -1.0, -1.0, -1.0]","[101, 19034, 5835, 27908, 1012, 1019, 24690, 1012, 1019, 17405, 1012, 1019, 17014, 1012, 1014, 12567, 1012, 1020, 13138, 1012, 1021, 6282, 2509, 1012, 1014, 2529, 3531, 10616, 1996, 10336, 19034, 1060, 10020, 26953, 1012, 1014, 1061, 10020, 6109, 1012, 22810, 1060, 17848, 27954, 1012, 1019, 1061, 17848, 16798, 1012, 22810, 2415, 1035, 1060, 26257, 2415, 1035, 1061, 16459, 7605, 1035, 1060, 1011, 2340, 1012, 3486, 2620, 16147, 7605, 1035, 1061, 1011, 15028, 1012, 6353, 15136, 22275, 7605, 1035, 1062, 5388, 2683, 1012, 1014, 7023, 1014, 1012, 4466, 2683, 12376, 2475, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2340, 1024, 5354, 9099, 1035, 1060, 1014, 1012, 21679, 21472, 2575, 9099, 1035, 1061, 1011, 1014, 1012, 4002, 16086, 2683, 2629, 9099, 1035, 1062, 1014, 1012, 21950, 2692, 2581, 2509, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 2581, 24434, 2620, 1053, 1035, 1061, 1014, 1012, 4090, 17914, 27531, 1053, 1035, 1062, 1011, 1014, 1012, 4002, 23632, 19961, 1053, 1035, 1059, 1011, 1014, 1012, 5890, 16147, 21926, 2171, 1024, 3943, 1010, 26718, 18863, 1024, 4874, 26953, 1012, 1014, 27954, 1012, 1019, 6109, 1012, 1020, 16798, 1012, 1020, 1011, 2340, 1012, 1018, 1011, 15028, 1012, 1021, 5388, 2683, 1012, 1014, 102]"
117,"[0.6673169701103825, 0.0368650441411367, 0.1939767696577239, -0.0230887086514485]","[101, 2529, 3531, 10616, 1996, 5835, 19034, 2452, 26499, 1012, 1019, 4261, 2575, 1012, 1019, 20003, 1012, 1022, 24231, 1012, 1016, 6353, 1012, 1018, 1011, 1023, 1012, 1016, 2531, 2549, 1012, 1014, 19034, 5835, 16444, 1012, 1016, 29403, 1012, 1022, 13756, 1012, 1014, 4029, 2575, 1012, 1014, 15017, 1012, 1023, 17867, 1012, 1014, 6275, 2620, 1012, 1014, 102]"
118,"[0.3078782940576057, -0.0250382755672425, 0.1979731564592078, -0.0008474901377727]","[101, 19034, 1060, 10020, 19151, 1012, 1019, 1061, 10020, 20637, 1012, 1019, 1060, 17848, 4700, 2683, 1012, 1019, 1061, 17848, 29327, 1012, 1014, 2415, 1035, 1060, 4008, 2629, 2415, 1035, 1061, 26953, 7605, 1035, 1060, 25143, 1012, 3770, 16147, 24096, 7605, 1035, 1061, 12963, 1012, 19611, 2692, 28154, 7605, 1035, 1062, 6640, 2575, 1012, 1014, 7023, 1014, 1012, 6535, 23499, 19961, 2465, 4601, 2171, 2452, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 5641, 1024, 5718, 9099, 1035, 1060, 1014, 1012, 6079, 2581, 23499, 2575, 9099, 1035, 1061, 1014, 1012, 5757, 2692, 2581, 23499, 9099, 1035, 1062, 1014, 1012, 23841, 16932, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 16576, 21619, 1053, 1035, 1061, 1014, 1012, 4029, 16147, 2575, 2683, 1053, 1035, 1062, 1014, 1012, 4002, 2620, 2620, 2581, 2549, 1053, 1035, 1059, 1011, 1014, 1012, 6185, 2581, 2581, 16576, 2171, 1024, 4185, 1010, 26718, 18863, 1024, 4874, 19151, 1012, 1019, 4700, 2683, 1012, 1019, 20637, 1012, 1019, 29327, 1012, 1014, 25143, 1012, 1022, 12963, 1012, 1019, 6640, 2575, 1012, 1014, 2529, 2507, 2033, 1996, 2187, 2452, 19034, 1060, 10020, 25048, 1012, 4293, 1061, 10020, 12963, 1012, 5179, 17788, 1060, 17848, 4029, 2487, 1012, 2423, 1061, 17848, 16798, 1012, 1019, 2415, 1035, 1060, 24426, 2415, 1035, 1061, 8148, 7605, 1035, 1060, 4090, 1012, 17332, 2692, 19481, 7605, 1035, 1061, 1011, 19975, 1012, 20405, 2575, 19481, 7605, 1035, 1062, 5986, 2575, 1012, 1014, 7023, 1014, 1012, 6227, 2581, 2581, 22022, 2465, 4601, 2171, 2452, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 2459, 1024, 4466, 9099, 1035, 1060, 1014, 1012, 24559, 2620, 2581, 2620, 9099, 1035, 1061, 1011, 1014, 1012, 6185, 12376, 22025, 9099, 1035, 1062, 1014, 1012, 3245, 2581, 2509, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 24434, 22022, 1053, 1035, 1061, 1014, 1012, 26231, 24594, 2549, 1053, 1035, 1062, 1011, 1014, 1012, 2199, 2620, 22610, 1053, 1035, 1059, 1011, 1014, 1012, 6185, 16147, 24594, 2171, 1024, 6275, 1010, 26718, 18863, 1024, 4874, 25048, 1012, 1022, 4029, 2487, 1012, 1016, 12963, 1012, 1020, 16798, 1012, 1019, 4090, 1012, 1015, 1011, 19975, 1012, 1017, 5986, 2575, 1012, 1014, 102]"
119,"[0.3176064238667674, 0.0443874992525981, 0.164981112104008, -0.0026350140841338]","[101, 19034, 1060, 10020, 26499, 1012, 1019, 1061, 10020, 20003, 1012, 4293, 1060, 17848, 4261, 2575, 1012, 1019, 1061, 17848, 24231, 1012, 2423, 2415, 1035, 1060, 4090, 2620, 2415, 1035, 1061, 17825, 7605, 1035, 1060, 6353, 1012, 4008, 2683, 17465, 2629, 7605, 1035, 1061, 1011, 1023, 1012, 28133, 23352, 7605, 1035, 1062, 2531, 2549, 1012, 1014, 7023, 1014, 1012, 5594, 2575, 2683, 22022, 2465, 4601, 2171, 2452, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5511, 1024, 2382, 9099, 1035, 1060, 1014, 1012, 17295, 2683, 19961, 9099, 1035, 1061, 1011, 1014, 1012, 6021, 2692, 24434, 2683, 9099, 1035, 1062, 1014, 1012, 27194, 2575, 2487, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 26187, 2683, 2487, 1053, 1035, 1061, 1014, 1012, 4261, 19481, 2581, 2487, 1053, 1035, 1062, 1014, 1012, 4002, 27814, 23632, 1053, 1035, 1059, 1011, 1014, 1012, 5840, 22407, 27531, 2171, 1024, 1023, 1010, 26718, 18863, 1024, 4874, 26499, 1012, 1019, 4261, 2575, 1012, 1019, 20003, 1012, 1022, 24231, 1012, 1016, 6353, 1012, 1018, 1011, 1023, 1012, 1016, 2531, 2549, 1012, 1014, 2529, 2507, 2033, 1996, 2157, 14757, 19034, 1060, 10020, 3486, 2509, 1012, 4293, 1061, 10020, 16087, 1012, 27658, 1060, 17848, 24837, 1012, 2423, 1061, 17848, 18512, 1012, 22810, 2415, 1035, 1060, 4261, 2683, 2415, 1035, 1061, 12862, 7605, 1035, 1060, 22060, 1012, 6535, 23632, 21084, 7605, 1035, 1061, 1011, 21211, 1012, 6227, 2692, 23833, 2509, 7605, 1035, 1062, 25682, 1012, 1014, 7023, 1014, 1012, 6227, 2575, 23352, 2620, 2465, 4601, 2171, 2452, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 2324, 1024, 2654, 9099, 1035, 1060, 1014, 1012, 26628, 16086, 2575, 9099, 1035, 1061, 1014, 1012, 5840, 23777, 2620, 2581, 9099, 1035, 1062, 1014, 1012, 26538, 2620, 2487, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 16086, 21472, 1053, 1035, 1061, 1014, 1012, 28474, 23499, 2629, 1053, 1035, 1062, 1011, 1014, 1012, 4002, 23833, 19481, 1053, 1035, 1059, 1011, 1014, 1012, 5890, 2620, 17788, 2475, 2171, 1024, 6282, 1010, 26718, 18863, 1024, 4874, 3486, 2509, 1012, 1022, 24837, 1012, 1016, 16087, 1012, 1023, 18512, 1012, 1020, 22060, 1012, 1022, 1011, 21211, 1012, 1023, 25682, 1012, 1014, 102]"
120,"[0.3826623569234874, -0.0445849682452379, 0.1657758455529783, -0.0166535402285424]","[101, 19034, 1060, 10020, 20802, 1012, 22810, 1061, 10020, 17365, 1012, 27658, 1060, 17848, 25504, 1012, 1014, 1061, 17848, 5539, 1012, 22810, 2415, 1035, 1060, 23254, 2415, 1035, 1061, 18744, 7605, 1035, 1060, 1011, 16710, 1012, 4413, 14142, 2581, 2575, 7605, 1035, 1061, 1011, 5824, 1012, 3938, 23833, 2575, 2620, 7605, 1035, 1062, 6564, 2475, 1012, 1014, 7023, 1014, 1012, 6486, 19961, 21486, 2465, 4601, 2171, 2452, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2570, 1024, 4413, 1024, 5401, 9099, 1035, 1060, 1014, 1012, 4724, 2581, 2683, 2620, 9099, 1035, 1061, 1011, 1014, 1012, 16734, 14142, 2487, 9099, 1035, 1062, 1014, 1012, 3925, 2620, 2549, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 2581, 22907, 2581, 1053, 1035, 1061, 1014, 1012, 4261, 21926, 23499, 1053, 1035, 1062, 1014, 1012, 6185, 24087, 2620, 2581, 1053, 1035, 1059, 1011, 1014, 1012, 6185, 2683, 23777, 2475, 2171, 1024, 4583, 1010, 26718, 18863, 1024, 4874, 20802, 1012, 1020, 25504, 1012, 1014, 17365, 1012, 1023, 5539, 1012, 1020, 1011, 16710, 1012, 1018, 1011, 5824, 1012, 1023, 6564, 2475, 1012, 1014, 2529, 3531, 10616, 1996, 2157, 14757, 19034, 1060, 10020, 3998, 1012, 1019, 1061, 10020, 17832, 1012, 4293, 1060, 17848, 3486, 2509, 1012, 1014, 1061, 17848, 23593, 1012, 2423, 2415, 1035, 1060, 28188, 2415, 1035, 1061, 20713, 7605, 1035, 1060, 1020, 1012, 4749, 16703, 2692, 2620, 7605, 1035, 1061, 1011, 4583, 1012, 6205, 25746, 2683, 2629, 7605, 1035, 1062, 5139, 2549, 1012, 1014, 7023, 1014, 1012, 6445, 22203, 2683, 2629, 2465, 4601, 2171, 2452, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5511, 1024, 4090, 9099, 1035, 1060, 1014, 1012, 4229, 23833, 2575, 2475, 9099, 1035, 1061, 1011, 1014, 1012, 5840, 19961, 27531, 9099, 1035, 1062, 1014, 1012, 13913, 2581, 2581, 2575, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 2620, 17465, 2581, 1053, 1035, 1061, 1014, 1012, 4261, 10790, 2509, 1053, 1035, 1062, 1011, 1014, 1012, 5890, 28756, 27009, 1053, 1035, 1059, 1011, 1014, 1012, 6185, 16576, 23632, 2171, 1024, 2184, 1010, 26718, 18863, 1024, 4874, 3998, 1012, 1019, 3486, 2509, 1012, 1014, 17832, 1012, 1022, 23593, 1012, 1016, 1020, 1012, 1019, 1011, 4583, 1012, 1023, 5139, 2549, 1012, 1014, 102]"
121,"[0.5159686523494746, 0.1489078692648242, 0.2536332954819716, -0.0063396205344969]","[101, 19034, 2452, 17014, 1012, 1019, 19540, 1012, 1019, 7287, 1012, 1020, 19121, 1012, 1023, 3429, 2509, 1012, 1014, 1011, 4466, 2629, 1012, 1015, 18512, 2509, 1012, 1014, 19034, 5835, 28203, 1012, 1016, 4466, 2620, 1012, 1022, 14168, 1012, 1016, 26871, 1012, 1016, 25535, 1012, 1020, 1011, 8746, 1012, 1014, 18744, 2683, 1012, 1014, 2529, 3531, 10616, 1996, 5474, 11867, 6657, 19099, 2099, 102]"
