,out,tokens
157,"[0.4536920681071517, 0.0087366872163319, 0.3235970636179145, 0.0161026877905101]","[101, 2529, 2507, 2033, 1996, 11565, 11867, 6657, 19099, 2099, 3531, 19034, 5835, 19988, 1012, 1019, 4229, 2475, 1012, 1019, 6109, 1012, 1014, 24568, 1012, 1016, 4805, 1012, 1017, 1011, 16471, 1012, 1014, 6445, 2629, 1012, 1014, 19034, 2452, 25246, 1012, 1019, 29562, 1012, 1014, 1014, 1012, 1020, 8732, 1012, 1016, 1011, 5187, 1012, 1022, 1011, 23988, 1012, 1019, 6070, 2509, 1012, 1014, 102]"
158,"[0.661778939829272, 0.0166339619568841, 0.2235650255694398, 0.286560197534223]","[101, 19034, 2452, 28977, 1012, 1016, 27433, 1012, 1016, 24709, 1012, 1016, 3486, 2683, 1012, 1022, 7886, 1012, 1020, 17365, 1012, 1021, 6255, 2475, 1012, 1014, 2529, 3531, 10616, 1996, 5474, 11867, 6657, 19099, 2099, 19034, 5835, 21005, 1012, 1019, 19652, 1012, 1019, 11176, 1012, 1014, 4261, 2487, 1012, 1022, 1011, 5388, 1012, 1019, 1018, 1012, 1014, 6079, 2620, 1012, 1014, 102]"
159,"[0.4816559764040573, -0.0332111297622705, 0.1675091133028713, -0.0172158212555888]","[101, 19034, 1060, 10020, 24622, 1012, 4293, 1061, 10020, 5018, 1012, 27658, 1060, 17848, 4029, 2475, 1012, 4293, 1061, 17848, 22431, 1012, 8732, 2415, 1035, 1060, 29562, 2415, 1035, 1061, 20035, 7605, 1035, 1060, 1014, 1012, 1014, 7605, 1035, 1061, 1011, 1014, 1012, 1014, 7605, 1035, 1062, 1014, 1012, 1014, 7023, 1014, 1012, 6070, 2575, 2581, 16147, 2465, 4601, 2171, 2452, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5718, 1024, 4583, 9099, 1035, 1060, 1014, 1012, 4601, 22022, 12521, 9099, 1035, 1061, 1011, 1014, 1012, 5840, 19481, 25746, 9099, 1035, 1062, 1014, 1012, 3699, 2692, 2549, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 22610, 18827, 1053, 1035, 1061, 1014, 1012, 27878, 21472, 2683, 1053, 1035, 1062, 1011, 1014, 1012, 25604, 16703, 2575, 1053, 1035, 1059, 1011, 1014, 1012, 6185, 22275, 2692, 2475, 2171, 1024, 1019, 1010, 26718, 18863, 1024, 4874, 24622, 1012, 1022, 4029, 2475, 1012, 1022, 5018, 1012, 1023, 22431, 1012, 1015, 1014, 1012, 1014, 1011, 1014, 1012, 1014, 1014, 1012, 1014, 2529, 6723, 1996, 2157, 14757, 19034, 1060, 10020, 27003, 1012, 1019, 1061, 10020, 19975, 1012, 22810, 1060, 17848, 4261, 2620, 1012, 1014, 1061, 17848, 17528, 1012, 2423, 2415, 1035, 1060, 4090, 2620, 2415, 1035, 1061, 23593, 7605, 1035, 1060, 6273, 1012, 4293, 2581, 26224, 7605, 1035, 1061, 1011, 1020, 1012, 4466, 26224, 2575, 2683, 7605, 1035, 1062, 5585, 2549, 1012, 1014, 7023, 1014, 1012, 6584, 12740, 21926, 2465, 4601, 2171, 2452, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 5709, 1024, 2260, 9099, 1035, 1060, 1014, 1012, 4466, 16048, 26976, 9099, 1035, 1061, 1011, 1014, 1012, 6021, 16703, 14526, 9099, 1035, 1062, 1014, 1012, 27194, 2692, 2683, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 2683, 2581, 2581, 2509, 1053, 1035, 1061, 1014, 1012, 28358, 22394, 1053, 1035, 1062, 1011, 1014, 1012, 5890, 2581, 17465, 2575, 1053, 1035, 1059, 1011, 1014, 1012, 4002, 26224, 2581, 2581, 2171, 1024, 5786, 1010, 26718, 18863, 1024, 4874, 27003, 1012, 1019, 4261, 2620, 1012, 1014, 19975, 1012, 1020, 17528, 1012, 1016, 6273, 1012, 1022, 1011, 1020, 1012, 1019, 5585, 2549, 1012, 1014, 102]"
160,"[0.6673169701103825, 0.0368650441411367, 0.1939767696577239, -0.0230887086514485]","[101, 2529, 3531, 10616, 1996, 4874, 19034, 5835, 16444, 1012, 1016, 29403, 1012, 1022, 13756, 1012, 1014, 4029, 2575, 1012, 1014, 15017, 1012, 1023, 17867, 1012, 1014, 6275, 2620, 1012, 1014, 19034, 2452, 19151, 1012, 1019, 4700, 2683, 1012, 1019, 20637, 1012, 1019, 29327, 1012, 1014, 25143, 1012, 1022, 12963, 1012, 1019, 6640, 2575, 1012, 1014, 102]"
161,"[0.3127625986639363, 0.0802437942618679, 0.1745625018425406, 0.0008039333366625]","[101, 2529, 10616, 1996, 2452, 19034, 2452, 4261, 2509, 1012, 1016, 29269, 1012, 1016, 15407, 1012, 1022, 18540, 1012, 1019, 2871, 2620, 1012, 1017, 1011, 16444, 1012, 1014, 19843, 2575, 1012, 1014, 19034, 5835, 4008, 2575, 1012, 1016, 4720, 2620, 1012, 1014, 21489, 1012, 1022, 4261, 2620, 1012, 1016, 6205, 2683, 1012, 1017, 3486, 2620, 1012, 1015, 19883, 2549, 1012, 1014, 102]"
162,"[0.6950799573292412, -0.129356698996695, 0.2860904124453462, 0.0445626462292717]","[101, 19034, 1060, 10020, 20741, 1012, 18034, 1061, 10020, 21489, 1012, 1019, 1060, 17848, 25504, 1012, 1019, 1061, 17848, 28048, 1012, 1014, 2415, 1035, 1060, 5539, 2415, 1035, 1061, 26257, 7605, 1035, 1060, 1011, 13092, 1012, 3770, 2581, 16576, 2620, 7605, 1035, 1061, 14378, 1012, 6445, 22025, 26976, 7605, 1035, 1062, 5764, 2487, 1012, 1014, 7023, 1014, 1012, 6227, 25746, 2683, 2509, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2321, 1024, 2321, 9099, 1035, 1060, 1014, 1012, 6353, 12376, 2620, 9099, 1035, 1061, 1011, 1014, 1012, 14378, 19481, 2581, 9099, 1035, 1062, 1014, 1012, 24921, 2692, 2683, 1053, 1035, 1060, 1014, 1012, 6109, 20842, 19961, 1053, 1035, 1061, 1011, 1014, 1012, 28358, 2692, 2683, 2581, 1053, 1035, 1062, 1014, 1012, 5840, 19961, 2575, 2509, 1053, 1035, 1059, 1014, 1012, 6185, 22610, 24087, 2171, 1024, 4700, 1010, 26718, 18863, 1024, 4874, 20741, 1012, 1018, 25504, 1012, 1019, 21489, 1012, 1019, 28048, 1012, 1014, 1011, 13092, 1012, 1022, 14378, 1012, 1022, 5764, 2487, 1012, 1014, 2529, 6723, 1996, 2187, 4874, 3531, 19034, 1060, 10020, 24622, 1012, 1019, 1061, 10020, 5539, 1012, 8732, 1060, 17848, 4261, 2575, 1012, 1019, 1061, 17848, 4601, 2509, 1012, 1014, 2415, 1035, 1060, 28358, 2415, 1035, 1061, 27533, 7605, 1035, 1060, 1014, 1012, 1014, 7605, 1035, 1061, 1014, 1012, 1014, 7605, 1035, 1062, 1014, 1012, 1014, 7023, 1014, 1012, 28977, 14526, 2487, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2340, 1024, 3486, 9099, 1035, 1060, 1014, 1012, 3963, 2683, 26976, 2620, 9099, 1035, 1061, 1011, 1014, 1012, 6021, 22932, 18827, 9099, 1035, 1062, 1014, 1012, 24398, 12740, 2620, 1053, 1035, 1060, 1014, 1012, 29359, 2581, 16147, 1053, 1035, 1061, 1011, 1014, 1012, 19342, 15136, 2549, 1053, 1035, 1062, 1014, 1012, 5890, 10790, 2620, 2487, 1053, 1035, 1059, 1014, 1012, 5890, 2575, 2581, 19961, 2171, 1024, 2756, 1010, 26718, 18863, 1024, 4874, 24622, 1012, 1019, 4261, 2575, 1012, 1019, 5539, 1012, 1015, 4601, 2509, 1012, 1014, 1014, 1012, 1014, 1014, 1012, 1014, 1014, 1012, 1014, 102]"
163,"[-1.0, -1.0, -1.0, -1.0]","[101, 19034, 2452, 29335, 1012, 1014, 19540, 1012, 1014, 11502, 1012, 1022, 16798, 1012, 1016, 4805, 2620, 1012, 1023, 1011, 4229, 2683, 1012, 1023, 17405, 2575, 1012, 1014, 19034, 1060, 10020, 9475, 1012, 2423, 1061, 10020, 7558, 1012, 22810, 1060, 17848, 27517, 1012, 2423, 1061, 17848, 18744, 1012, 22810, 2415, 1035, 1060, 24429, 2415, 1035, 1061, 16923, 7605, 1035, 1060, 27954, 1012, 3515, 2581, 2683, 21472, 7605, 1035, 1061, 1011, 4261, 2509, 1012, 28135, 2692, 23499, 7605, 1035, 1062, 18540, 2629, 1012, 1014, 7023, 1014, 1012, 3938, 17134, 2575, 2581, 2465, 4601, 2171, 2452, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2570, 1024, 5354, 1024, 5890, 9099, 1035, 1060, 1014, 1012, 29567, 2581, 21472, 9099, 1035, 1061, 1014, 1012, 5709, 16086, 2692, 2549, 9099, 1035, 1062, 1014, 1012, 5556, 2581, 2509, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 22025, 2575, 2620, 1053, 1035, 1061, 1014, 1012, 4229, 17788, 2581, 2620, 1053, 1035, 1062, 1014, 1012, 4002, 2575, 21057, 2509, 1053, 1035, 1059, 1011, 1014, 1012, 4002, 2581, 22932, 2575, 2171, 1024, 5401, 1010, 26718, 18863, 1024, 4874, 9475, 1012, 1016, 27517, 1012, 1016, 7558, 1012, 1020, 18744, 1012, 1020, 27954, 1012, 1021, 1011, 4261, 2509, 1012, 1017, 18540, 2629, 1012, 1014, 2529, 2507, 2033, 1996, 10336, 3531, 102]"
164,"[0.2882282428697875, -0.1678587588393835, 0.1935395655390734, 0.0031110920877153]","[101, 19034, 2452, 20294, 1012, 1015, 25143, 1012, 1014, 12104, 1012, 1014, 17317, 1012, 1022, 1011, 11827, 1012, 1015, 1011, 16798, 1012, 1017, 6227, 2692, 1012, 1014, 19034, 5835, 4464, 2581, 1012, 1014, 3429, 2620, 1012, 1014, 9800, 1012, 1015, 23593, 1012, 1023, 15407, 1012, 1017, 1011, 6070, 1012, 1018, 4749, 2575, 1012, 1014, 2529, 10616, 1996, 2452, 102]"
165,"[0.5863145127754106, 0.0348688953043089, 0.320766338670296, 0.0019438417710987]","[101, 2529, 10616, 1996, 11565, 11867, 6657, 19099, 2099, 3531, 19034, 5835, 28469, 1012, 1019, 4413, 2549, 1012, 1019, 16065, 1012, 1014, 25048, 1012, 1014, 17332, 1012, 1014, 1011, 4090, 1012, 1015, 9645, 2683, 1012, 1014, 19034, 2452, 17014, 1012, 1019, 19540, 1012, 1019, 7287, 1012, 1020, 19121, 1012, 1023, 3429, 2509, 1012, 1014, 1011, 4466, 2629, 1012, 1015, 18512, 2509, 1012, 1014, 102]"
166,"[0.3075003831482941, 0.0911857518202277, 0.1682791551857373, 0.0104495453251742]","[101, 19034, 2452, 29335, 1012, 1014, 19540, 1012, 1014, 11502, 1012, 1022, 16798, 1012, 1016, 4805, 2620, 1012, 1023, 1011, 4229, 2683, 1012, 1023, 17405, 2575, 1012, 1014, 2529, 3413, 2033, 1996, 2452, 19034, 5835, 16345, 1012, 1016, 25717, 1012, 1019, 2531, 1012, 1019, 22238, 1012, 1019, 1011, 1014, 1012, 1014, 1011, 1014, 1012, 1014, 1014, 1012, 1014, 102]"
167,"[0.7095676073975309, -0.0344240831523102, 0.2584084371614989, 0.0110805519874247]","[101, 2529, 3413, 2033, 1996, 4874, 19034, 5835, 24622, 1012, 1019, 4261, 2575, 1012, 1019, 5539, 1012, 1015, 4601, 2509, 1012, 1014, 1014, 1012, 1014, 1014, 1012, 1014, 1014, 1012, 1014, 19034, 2452, 19151, 1012, 1019, 4700, 2683, 1012, 1019, 20637, 1012, 1019, 29327, 1012, 1014, 25143, 1012, 1022, 12963, 1012, 1019, 6640, 2575, 1012, 1014, 102]"
168,"[0.6879633765288405, 0.1298449796687345, 0.260469458924111, 0.0137812082473671]","[101, 19034, 2452, 3486, 2509, 1012, 1022, 24837, 1012, 1016, 16087, 1012, 1023, 18512, 1012, 1020, 22060, 1012, 1022, 1011, 21211, 1012, 1023, 25682, 1012, 1014, 19034, 5835, 4601, 2683, 1012, 1019, 4720, 2549, 1012, 1014, 11816, 1012, 1020, 4261, 2549, 1012, 1014, 6640, 2692, 1012, 1019, 28906, 1012, 1019, 19883, 2549, 1012, 1014, 2529, 3531, 2202, 1996, 4874, 102]"
169,"[0.402256924445294, 0.0132617436706985, 0.2522261623961969, -0.0087597150061802]","[101, 2529, 3531, 10616, 1996, 5835, 19034, 2452, 9475, 1012, 1016, 27517, 1012, 1016, 7558, 1012, 1020, 18744, 1012, 1020, 27954, 1012, 1021, 1011, 4261, 2509, 1012, 1017, 18540, 2629, 1012, 1014, 19034, 5835, 27240, 1012, 1019, 4261, 2487, 1012, 1019, 12457, 1012, 1023, 22030, 1012, 1015, 2538, 1012, 1017, 1011, 5989, 1012, 1023, 3438, 2475, 1012, 1014, 102]"
170,"[-1.0, -1.0, -1.0, -1.0]","[101, 19034, 1060, 10020, 18034, 1012, 1019, 1061, 10020, 14378, 1012, 4293, 1060, 17848, 25873, 1012, 1014, 1061, 17848, 16798, 1012, 4293, 2415, 1035, 1060, 4464, 2509, 2415, 1035, 1061, 18610, 7605, 1035, 1060, 19681, 1012, 5890, 17465, 2620, 7605, 1035, 1061, 1011, 19609, 1012, 4261, 26187, 2692, 2620, 7605, 1035, 1062, 5818, 2620, 1012, 1014, 7023, 1014, 1012, 5388, 2581, 12740, 2475, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5641, 1024, 2403, 9099, 1035, 1060, 1014, 1012, 27003, 2581, 2683, 2629, 9099, 1035, 1061, 1014, 1012, 14677, 21486, 2620, 9099, 1035, 1062, 1014, 1012, 3326, 2683, 2575, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 2692, 2581, 2620, 2475, 1053, 1035, 1061, 1014, 1012, 4229, 2683, 2575, 2475, 1053, 1035, 1062, 1011, 1014, 1012, 5890, 25746, 2575, 2620, 1053, 1035, 1059, 1011, 1014, 1012, 5890, 10790, 20842, 2171, 1024, 2403, 1010, 26718, 18863, 1024, 4874, 18034, 1012, 1019, 25873, 1012, 1014, 14378, 1012, 1022, 16798, 1012, 1022, 19681, 1012, 1014, 1011, 19609, 1012, 1018, 5818, 2620, 1012, 1014, 2529, 3531, 6723, 1996, 14757, 19034, 5835, 23532, 1012, 1019, 4464, 2581, 1012, 1014, 20311, 1012, 1016, 26257, 1012, 1014, 6282, 1012, 1020, 2324, 1012, 1022, 5986, 2509, 1012, 1014, 102]"
171,"[0.4870810579625033, 0.2158600202708159, 0.2178227432188976, 0.2930448958492106]","[101, 2529, 2192, 2033, 1996, 2157, 3482, 19034, 1060, 10020, 4261, 2549, 1012, 1019, 1061, 10020, 5179, 1012, 6109, 23352, 1060, 17848, 3429, 2581, 1012, 1014, 1061, 17848, 25103, 1012, 1014, 2415, 1035, 1060, 24690, 2415, 1035, 1061, 17867, 7605, 1035, 1060, 19446, 1012, 5824, 27814, 2581, 2581, 7605, 1035, 1061, 1011, 16528, 1012, 3429, 2683, 19317, 2475, 7605, 1035, 1062, 6255, 2487, 1012, 1014, 7023, 1014, 1012, 6205, 2620, 2683, 19961, 2465, 4464, 2171, 5835, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 2321, 1024, 4090, 9099, 1035, 1060, 1014, 1012, 4466, 19841, 2620, 2487, 9099, 1035, 1061, 1014, 1012, 17405, 20842, 9099, 1035, 1062, 1014, 1012, 20335, 2620, 21926, 1053, 1035, 1060, 1011, 1014, 1012, 3515, 2575, 22907, 2683, 1053, 1035, 1061, 1011, 1014, 1012, 25143, 2620, 2581, 2509, 1053, 1035, 1062, 1014, 1012, 26953, 2692, 19961, 1053, 1035, 1059, 1011, 1014, 1012, 4185, 14526, 2683, 2549, 2171, 1024, 4293, 1010, 26718, 18863, 1024, 4874, 4261, 2549, 1012, 1019, 3429, 2581, 1012, 1014, 5179, 1012, 1023, 25103, 1012, 1014, 19446, 1012, 1021, 1011, 16528, 1012, 1019, 6255, 2487, 1012, 1014, 19034, 1060, 10020, 26953, 1012, 1014, 1061, 10020, 6109, 1012, 22810, 1060, 17848, 27954, 1012, 1019, 1061, 17848, 16798, 1012, 22810, 2415, 1035, 1060, 26257, 2415, 1035, 1061, 16459, 7605, 1035, 1060, 1011, 2340, 1012, 3486, 2620, 16147, 7605, 1035, 1061, 1011, 15028, 1012, 6353, 15136, 22275, 7605, 1035, 1062, 5388, 2683, 1012, 1014, 7023, 1014, 1012, 4466, 2683, 12376, 2475, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2340, 1024, 5354, 9099, 1035, 1060, 1014, 1012, 21679, 21472, 2575, 9099, 1035, 1061, 1011, 1014, 1012, 4002, 16086, 2683, 2629, 9099, 1035, 1062, 1014, 1012, 21950, 2692, 2581, 2509, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 2581, 24434, 2620, 1053, 1035, 1061, 1014, 1012, 4090, 17914, 27531, 1053, 1035, 1062, 1011, 1014, 1012, 4002, 23632, 19961, 1053, 1035, 1059, 1011, 1014, 1012, 5890, 16147, 21926, 2171, 1024, 3943, 1010, 26718, 18863, 1024, 4874, 26953, 1012, 1014, 27954, 1012, 1019, 6109, 1012, 1020, 16798, 1012, 1020, 1011, 2340, 1012, 1018, 1011, 15028, 1012, 1021, 5388, 2683, 1012, 1014, 102]"
172,"[-1.0, -1.0, -1.0, -1.0]","[101, 19034, 2452, 3998, 1012, 1019, 3486, 2509, 1012, 1014, 17832, 1012, 1022, 23593, 1012, 1016, 1020, 1012, 1019, 1011, 4583, 1012, 1023, 5139, 2549, 1012, 1014, 19034, 1060, 10020, 16345, 1012, 2423, 1061, 10020, 2531, 1012, 1019, 1060, 17848, 25717, 1012, 1019, 1061, 17848, 22238, 1012, 1019, 2415, 1035, 1060, 17825, 2415, 1035, 1061, 17943, 7605, 1035, 1060, 1011, 1014, 1012, 1014, 7605, 1035, 1061, 1011, 1014, 1012, 1014, 7605, 1035, 1062, 1014, 1012, 1014, 7023, 1014, 1012, 17267, 2575, 2683, 2509, 2465, 4464, 2171, 5835, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 2340, 1024, 2861, 9099, 1035, 1060, 1014, 1012, 4261, 2575, 21486, 9099, 1035, 1061, 1011, 1014, 1012, 4002, 20842, 14526, 9099, 1035, 1062, 1014, 1012, 5718, 17788, 2683, 2575, 1053, 1035, 1060, 1011, 1014, 1012, 4185, 24434, 28756, 1053, 1035, 1061, 1011, 1014, 1012, 13427, 23352, 2549, 1053, 1035, 1062, 1014, 1012, 27054, 17134, 2575, 1053, 1035, 1059, 1011, 1014, 1012, 13757, 26224, 2629, 2171, 1024, 3515, 1010, 26718, 18863, 1024, 4874, 16345, 1012, 1016, 25717, 1012, 1019, 2531, 1012, 1019, 22238, 1012, 1019, 1011, 1014, 1012, 1014, 1011, 1014, 1012, 1014, 1014, 1012, 1014, 2529, 10616, 1996, 2187, 10336, 102]"
173,"[0.5860600055503538, -0.0446349204852387, 0.1622996822406689, -0.0167263138597063]","[101, 19034, 2452, 24030, 1012, 1014, 4229, 2549, 1012, 1014, 5539, 1012, 1020, 27234, 1012, 1014, 5764, 1012, 1018, 8746, 1012, 1016, 6640, 2549, 1012, 1014, 2529, 2192, 2033, 1996, 14757, 3531, 19034, 5835, 24622, 1012, 1019, 4261, 2575, 1012, 1019, 5539, 1012, 1015, 4601, 2509, 1012, 1014, 1014, 1012, 1014, 1014, 1012, 1014, 1014, 1012, 1014, 102]"
174,"[0.661778939829272, 0.0166339619568841, 0.2235650255694398, 0.286560197534223]","[101, 19034, 1060, 10020, 3486, 2620, 1012, 1014, 1061, 10020, 16734, 1012, 1014, 1060, 17848, 23285, 1012, 1019, 1061, 17848, 20405, 1012, 1019, 2415, 1035, 1060, 4464, 2487, 2415, 1035, 1061, 11816, 7605, 1035, 1060, 19609, 1012, 28135, 10790, 2487, 7605, 1035, 1061, 1011, 2570, 1012, 6255, 28154, 22203, 7605, 1035, 1062, 9402, 2683, 1012, 1014, 7023, 1014, 1012, 6227, 22025, 22407, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2321, 1024, 4868, 9099, 1035, 1060, 1014, 1012, 4583, 2575, 2620, 2581, 2487, 9099, 1035, 1061, 1014, 1012, 5757, 8889, 2575, 2509, 9099, 1035, 1062, 1014, 1012, 24841, 2620, 16147, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 2620, 2581, 2575, 2487, 1053, 1035, 1061, 1014, 1012, 4090, 22407, 2620, 2683, 1053, 1035, 1062, 1011, 1014, 1012, 6185, 2692, 2575, 22407, 1053, 1035, 1059, 1011, 1014, 1012, 6185, 2575, 2683, 2620, 2683, 2171, 1024, 5187, 1010, 26718, 18863, 1024, 4874, 3486, 2620, 1012, 1014, 23285, 1012, 1019, 16734, 1012, 1014, 20405, 1012, 1019, 19609, 1012, 1017, 1011, 2570, 1012, 1022, 9402, 2683, 1012, 1014, 2529, 2064, 1045, 2031, 1996, 2187, 4874, 19034, 1060, 10020, 21005, 1012, 1019, 1061, 10020, 11176, 1012, 1014, 1060, 17848, 19652, 1012, 1019, 1061, 17848, 4261, 2487, 1012, 4293, 2415, 1035, 1060, 21777, 2415, 1035, 1061, 22343, 7605, 1035, 1060, 1011, 5388, 1012, 5139, 23777, 23632, 7605, 1035, 1061, 1018, 1012, 4002, 2581, 19317, 2475, 7605, 1035, 1062, 6079, 2620, 1012, 1014, 7023, 1014, 1012, 6584, 2683, 23499, 2629, 2465, 4464, 2171, 5835, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 2403, 1024, 2340, 9099, 1035, 1060, 1014, 1012, 5764, 16576, 2581, 2683, 9099, 1035, 1061, 1014, 1012, 5890, 28756, 22022, 9099, 1035, 1062, 1014, 1012, 20802, 26976, 2629, 1053, 1035, 1060, 1011, 1014, 1012, 5764, 27814, 22022, 1053, 1035, 1061, 1011, 1014, 1012, 25578, 28311, 2509, 1053, 1035, 1062, 1014, 1012, 24921, 26976, 1053, 1035, 1059, 1011, 1014, 1012, 23609, 22610, 2581, 2171, 1024, 3963, 1010, 26718, 18863, 1024, 4874, 21005, 1012, 1019, 19652, 1012, 1019, 11176, 1012, 1014, 4261, 2487, 1012, 1022, 1011, 5388, 1012, 1019, 1018, 1012, 1014, 6079, 2620, 1012, 1014, 102]"
175,"[0.3308613359152655, -0.1793477099370313, 0.1717506988785714, 0.0253901811998913]","[101, 19034, 2452, 19348, 1012, 1016, 21950, 1012, 1019, 16621, 1012, 1019, 19235, 1012, 1016, 1011, 16327, 1012, 1019, 1011, 16528, 1012, 1014, 6205, 2549, 1012, 1014, 19034, 5835, 4601, 2683, 1012, 1019, 4720, 2549, 1012, 1014, 11816, 1012, 1020, 4261, 2549, 1012, 1014, 6640, 2692, 1012, 1019, 28906, 1012, 1019, 19883, 2549, 1012, 1014, 2529, 3413, 2033, 1996, 14757, 3531, 102]"
176,"[0.3458027362085977, 0.0108917150579877, 0.3129106861005926, 0.0208482745567367]","[101, 19034, 2452, 24232, 1012, 1014, 4029, 2575, 1012, 1019, 8380, 1012, 1014, 25162, 1012, 1016, 4413, 1012, 1016, 1011, 4413, 1012, 1014, 9645, 2692, 1012, 1014, 2529, 3531, 10616, 1996, 4874, 19034, 5835, 28135, 1012, 1014, 4029, 2475, 1012, 1014, 3438, 1012, 1021, 18744, 1012, 1016, 2340, 1012, 1017, 1011, 8380, 1012, 1020, 3515, 2620, 1012, 1014, 102]"
177,"[0.6877720976894238, 0.1588244012173118, 0.2986257533158598, 0.0153944213900961]","[101, 19034, 5835, 3429, 2629, 1012, 1019, 5139, 2575, 1012, 1014, 19235, 1012, 1023, 4261, 2487, 1012, 1019, 9645, 2629, 1012, 1023, 24559, 1012, 1018, 14993, 2487, 1012, 1014, 19034, 2452, 23593, 1012, 1018, 25048, 1012, 1019, 5539, 1012, 1019, 3486, 2683, 1012, 1019, 1011, 6365, 1012, 1019, 13029, 1012, 1015, 6421, 2629, 1012, 1014, 2529, 3531, 2507, 2033, 1996, 11565, 6073, 2099, 102]"
178,"[0.3826623569234874, -0.0445849682452379, 0.1657758455529783, -0.0166535402285424]","[101, 19034, 1060, 10020, 3998, 1012, 1019, 1061, 10020, 17832, 1012, 4293, 1060, 17848, 3486, 2509, 1012, 1014, 1061, 17848, 23593, 1012, 2423, 2415, 1035, 1060, 28188, 2415, 1035, 1061, 20713, 7605, 1035, 1060, 1020, 1012, 4749, 16703, 2692, 2620, 7605, 1035, 1061, 1011, 4583, 1012, 6205, 25746, 2683, 2629, 7605, 1035, 1062, 5139, 2549, 1012, 1014, 7023, 1014, 1012, 6445, 22203, 2683, 2629, 2465, 4601, 2171, 2452, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5511, 1024, 4090, 9099, 1035, 1060, 1014, 1012, 4229, 23833, 2575, 2475, 9099, 1035, 1061, 1011, 1014, 1012, 5840, 19961, 27531, 9099, 1035, 1062, 1014, 1012, 13913, 2581, 2581, 2575, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 2620, 17465, 2581, 1053, 1035, 1061, 1014, 1012, 4261, 10790, 2509, 1053, 1035, 1062, 1011, 1014, 1012, 5890, 28756, 27009, 1053, 1035, 1059, 1011, 1014, 1012, 6185, 16576, 23632, 2171, 1024, 2184, 1010, 26718, 18863, 1024, 4874, 3998, 1012, 1019, 3486, 2509, 1012, 1014, 17832, 1012, 1022, 23593, 1012, 1016, 1020, 1012, 1019, 1011, 4583, 1012, 1023, 5139, 2549, 1012, 1014, 2529, 3531, 6723, 1996, 2187, 2452, 19034, 1060, 10020, 3486, 2509, 1012, 4293, 1061, 10020, 16087, 1012, 27658, 1060, 17848, 24837, 1012, 2423, 1061, 17848, 18512, 1012, 22810, 2415, 1035, 1060, 4261, 2683, 2415, 1035, 1061, 12862, 7605, 1035, 1060, 22060, 1012, 6535, 23632, 21084, 7605, 1035, 1061, 1011, 21211, 1012, 6227, 2692, 23833, 2509, 7605, 1035, 1062, 25682, 1012, 1014, 7023, 1014, 1012, 6227, 2575, 23352, 2620, 2465, 4601, 2171, 2452, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 2324, 1024, 2654, 9099, 1035, 1060, 1014, 1012, 26628, 16086, 2575, 9099, 1035, 1061, 1014, 1012, 5840, 23777, 2620, 2581, 9099, 1035, 1062, 1014, 1012, 26538, 2620, 2487, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 16086, 21472, 1053, 1035, 1061, 1014, 1012, 28474, 23499, 2629, 1053, 1035, 1062, 1011, 1014, 1012, 4002, 23833, 19481, 1053, 1035, 1059, 1011, 1014, 1012, 5890, 2620, 17788, 2475, 2171, 1024, 6282, 1010, 26718, 18863, 1024, 4874, 3486, 2509, 1012, 1022, 24837, 1012, 1016, 16087, 1012, 1023, 18512, 1012, 1020, 22060, 1012, 1022, 1011, 21211, 1012, 1023, 25682, 1012, 1014, 102]"
